我校研究生部举办2019届研究生毕业典礼暨学位授予仪式,6月16日，我校研究生部在第二报告厅举行2019届研究生毕业典礼暨学位授予仪式。副校长秦菊香，研究生部主任李艳红、党总支书记周素彦，部分导师代表以及研究生部全体教师、2019届全体毕业生和在校研究生代表参加典礼。在庄严的中华人民共和国国歌声中，2019届研究生毕业典礼拉开帷幕。首先，现场师生一起回顾了2019届研究生两年来在校学习生活经历。大荧幕上播放出一张张毕业生的照片，丰富多彩的社团活动、紧张而严谨的论文答辩等，饱含着浓浓不变的金院情。随后，秦菊香深情寄语研究生部2019届毕业生，她希望学子们铭记“明德守信 求真尚行”的校训，不断涵养品行和道德，做有坚定信念的人，做诚实、朴实、踏实、务实的人；放飞理想的翅膀，在平凡的生活中超越凡俗，实现人生价值，追寻更有意义的生活；在实干中成长，脚踏实地，不断拓展自己人生成长的舞台。之后，教师代表胡继成勉励毕业生要保持敬畏之心，坚守底线原则，不忘初心，不论身处何种环境始终坚持“出淤泥而不染”的人生态度，在人生的道路上勇于接受挑战、坚持积累知识资本。毕业生代表李晨曦与现场毕业生分享了自己两年以来的在校经历和收获，对恩师们致以衷心的感谢和崇高的敬意，并表示她将牢记金院恩师的谆谆教导，努力实现自我价值，在追寻梦想的道路上砥砺前行。最后，李艳红、周素彦为研究生部2019届88名毕业生授予学位并拨穗，在依依惜别的氛围中2019届研究生毕业典礼暨学位授予仪式圆满结束。<img alt="" src="/wwwfile/newsimg/20190617183200015.jpg" /> 副校长秦菊香讲话<img alt="" src="/wwwfile/newsimg/20190617183200041.jpg" /> 研究生导师代表发言<img alt="" src="/wwwfile/newsimg/20190617183300001.jpg" /> 毕业生代表发言<img alt="" src="/wwwfile/newsimg/20190617183300020.jpg" /> 为毕业生授予学位并拨穗
我校2019年教职工排球赛圆满落幕,6月13日，我校文体活动中心人头攒动，一片沸腾，学校2019年教职工排球赛冠亚季军争夺赛在此拉开战幕，比赛精彩纷呈，欢呼声、呐喊声此起彼伏。经过激烈角逐，卫冕冠军机关一分工会最终以3:1的成绩战胜信息管理与工程系，夺得比赛三连冠，信息管理与工程系和机关二分工会分获亚军和季军。本届排球比赛于5月30日开赛，共有15支代表队、200余名男女运动员参加比赛，体育教学部教师担任比赛教练员和裁判员。在小组赛和交叉赛中，队员们充分发挥出精湛的个人球技和熟练的战术配合，展现了我校教职工顽强拼搏、团结进取的精神风貌。比赛结束后，校长陈志强，党委副书记刘文艳，体育教学部主任毕献为、党总支副书记张国辉，工会主席郭向伟分别为获奖代表队颁奖。我校教职工排球比赛已连续开展六届，活动达到了强体魄、促交流的目的，提升了教师的凝聚力，推进了和谐校园建设。<img alt="" src="/wwwfile/newsimg/20190617182200025.jpg" /> 比赛精彩瞬间<img alt="" src="/wwwfile/newsimg/20190617182200043.jpg" /> 为冠、亚、季军获奖队伍颁奖<img alt="" src="/wwwfile/newsimg/20190617182400010.jpg" /> 为4-8名、优胜奖获奖队伍颁奖
我校与北京高途云集教育科技有限公司举行校企合作签约仪式,近日，我校与北京高途云集教育科技有限公司在行政楼509举行校企合作签约仪式。北京高途云集教育科技有限公司人力资源总监赵航棋、高途课堂总经理助理周斌、高途课堂业务部总监曹维佳出席仪式。我校副校长朱连才，管理系主任张红、党总支书记刘敏、副主任刘倩、市场营销教研室主任于瑞卿等参加仪式。仪式由管理系主任张红主持。首先，朱连才对赵航棋一行的到来表示欢迎，并介绍了学校的历史沿革、办学特色和校企合作开展情况。他表示，河北金融学院秉持构建校企合作共同体理念，不断深化产教融合，希望双方以此次合作为契机，拓展合作的深度和广度，实现校企合作共赢。随后，张红详细介绍了管理系专业发展情况和校企合作共振课堂的合作模式。赵航棋对我校的大力支持表示感谢，对双方深入合作充满期待。周斌对北京高途云集教育科技有限公司发展现状及用人需求作了介绍。之后，朱连才、赵航琪代表双方签署校企战略合作协议。会后，北京高途云集教育科技有限公司在行政楼609进行了实习宣讲及面试，我校管理系50余名学生、信息管理与工程系10余名学生参加面试。高途课堂是“跟谁学”旗下专注于中小学在线教育的机构，采用“名师授课+双师辅导”模式，汇聚优选名师，致力为K12学生提供优质的教学产品和服务。此次签约有利于推进校企融合，为双方深入开展相关领域的合作奠定基础。<img alt="" src="/wwwfile/newsimg/20190617180700043.png" />签约仪式现场
我校国际教育学院开展“警校协同 安全护航”主题教育活动,6月13日，为进一步提高大学生安全防范意识，我校国际教育学院在教学楼A201举行“警校协同 安全护航”主题安全教育活动。望都县公安局警官李东升、秦多受邀出席活动。安全工作处处长李杰，国际教育学院副院长张楠楠及全系师生200余人参加活动。活动由国际教育学院副院长张楠楠主持。首先，张楠楠向到场各位嘉宾表示欢迎，并简要介绍了警校协同开展教育活动的目的和意义。随后，李杰、张楠楠共同为秦多颁发国际教育学院安全教育指导员聘书。之后，秦多结合十多年警务一线工作经历，对维护人身安全、预防电信诈骗、远离各类毒品、应对突发事件等内容进行了深入讲解，重点揭示了安全隐患的随意性和突发性，“校园贷”和“套路贷”等网络新型诈骗手法的隐蔽性和多样性，毒品犯罪的迅速蔓延和危害性，提醒广大师生认清社会多面性，坚持“六个一律”和“十个凡是”，提高防范风险、自我保护和突发事件应对能力。此次主题教育活动是我校国际教育学院不断深化“学校—社会—家庭—学生”四位一体互动管理育人模式的具体举措之一。近年来，国际教育学院坚持“请进来”与“走出去”相结合，充分挖掘校外社会资源，在学生安全教育方面实现校内外资源优势互补、合力共为，有力保障了学生身心健康。<img alt="" src="/wwwfile/newsimg/20190617180500006.png" /> 颁发聘书现场<img alt="" src="/wwwfile/newsimg/20190617180500021.png" /> 望都县公安局警官秦多作专题讲座
党委副书记姚维刚深入马克思主义学院开展思政和意识形态工作调研,6月13日，为进一步学习宣传贯彻习近平新时代中国特色社会主义思想和党的十九大精神，了解学校思政和意识形态工作现状，党委副书记姚维刚，党委宣传部部长张玉敏、副部长刘涛一行深入马克思主义学院开展思政和意识形态工作调研。马克思主义学院党总支书记吕新发、主任王宁及部门全体教师参加调研座谈会。座谈会由马克思主义学院党总支书记吕新发主持。会上，吕新发介绍了此次调研的主题，强调了思政和意识形式工作的重要性。他指出，马克思主义学院是学习、研究和宣传马克思主义的重要阵地，对内、对外做好思想政治和意识形态工作，是马克思主义学院全体教师的重要职责。随后，马克思主义学院教师刘建涛作了题为《哲学社会科学工作者意识形态问题与话语体系建构》的专题报告。他结合习近平总书记关于高校思政和意识形态工作的重要论述和近年来我国哲学社会科学在意识形态领域发生的具体事件，从“什么是意识形态”“意识形态与哲学社会科学有何关联”“哲学社会科学发展成就及存在的意识形态问题”“哲学社会科学工作者如何构建自己的话语体系”四个方面，阐述了哲学社会科学研究中牢牢掌握意识形态主导权的重要性，并重点围绕哲学社会科学研究应研究什么、为谁研究、如何研究、依托什么而研究等问题，提出建构中国特色社会主义话语体系的四点建议。之后，与会人员围绕政治理论学习、意识形态工作责任制落实、思想政治教育等问题进行深入沟通，共同探讨思政和意识形态工作方法、交流工作经验。姚维刚对马克思主义学院思政和意识形态工作开展情况给予肯定，分析了当前高校政治安全和校园稳定总体形势，回顾了习近平总书记在学校思想政治理论课教师座谈会上的重要讲话内容，并对马克思主义学院做好思政和意识形态工作提出针对性指导意见。他强调，意识形态工作是党的一项极端重要的工作，高校作为意识形态工作的前沿阵地，肩负着传播马克思主义，弘扬社会主义核心价值观，培养中国特色社会主义事业建设者和接班人的重要任务。马克思主义学院要高度重视意识形态工作，在今后工作中严格按照校党委要求，始终坚持立德树人根本任务，在明责、担责、履责上用心用力，旗帜鲜明地履行意识形态工作责任，扎实有效地推进思想政治理论课教育教学改革，坚持不懈地提升思政课教师的师德修养，为全面加强学校思想政治工作奠定坚实的基础。<img alt="" src="/wwwfile/newsimg/20190616214100018.jpg" /> 座谈会现场<img alt="" src="/wwwfile/newsimg/20190617083700011.jpg" /> 党委副书记姚维刚发表讲话
我校举行素质拓展运动会,6月13日，为丰富学生的课余生活，促进和谐校园建设，有效提高我校学生在体能、毅力、智慧、沟通、协作等方面的素质和能力，我校在第一田径场举行河北金融学院素质拓展运动会。学校各院系学生参加运动会。此次活动设有同心鼓、旋风跑、无敌风火轮、冰海沉船、有轨电车、蛟龙出海、达芬奇密码、能量传输、毛毛虫、动感五环、大力士、同舟共济、运转乾坤等十三个项目。比赛中，各院系学生全情投入、群策群力、互助互信、积极沟通，充分发挥团队协作精神，克服重重困难，共同完成每一个项目。经过重重比拼，最终金融系、会计系、保险系、经济贸易系分别获得此次素质拓展运动会前四名。此次素质拓展运动会采取团体运动的形式，既具有对抗性和竞赛性，也具有大众性和趣味性，展现了金院学生积极进取、和谐奋进的精神风貌和顽强拼搏、永争第一的积极心态。
学校纪委召开全会（扩大）会议学习第二次党代会精神和省纪检监察体制改革实施意见,6月13日，学校纪委召开全会（扩大）会议，纪委委员和纪检监察全体干部参加了会议。会上，与会人员认真学习了党委书记杨兆廷同志代表中共河北金融学院第一届委员会向大会作的《牢记初心使命 潜心立德树人 为建设金融特色鲜明的高水平应用型财经大学而不懈奋斗》工作报告，并结合自身工作实际畅谈了学习党委工作报告的体会，一致认为，&nbsp;党委工作报告明确了今后五年学校工作的总体要求、奋斗目标、主要任务和重要举措，是指导学校未来五年发展的重要文件。会议要求与会人员按照学校党委要求，统一认识，不忘初心，制定好措施，把精力集中到抓好落实上来。之后，与会人员集体学习了省纪委《关于推进省管高校纪检监察体制改革的实施意见》（冀纪办发【2019】7号），大家认为实施意见的出台是省纪委推进纪检监察体制改革的重要举措，意义深远。纪委书记张绍红作总结讲话。他对纪委工作提出了三点要求，一是全体纪委委员、纪检监察干部要紧紧围绕党代会提出的新目标、新方略、新要求，聚焦主责主业，把监督工作权限用足，把日常监督做实做细，深化作风纪律建设，狠抓党风廉政建设，持续深入推进全面从严治党向纵深发展；二是要深刻领会省管高校纪检监察体制改革的意义，准确把握总体要求，纪检监察干部要树牢“四个意识”，坚定“四个自信”，坚决做到“两个维护”，带头遵守政治纪律和政治规矩，以敢于担当的精神，做好监督执纪各项工作，推进学校纪检监察工作实现高质量发展；三是要严查形式主义，近期纪委将组织督导组对学校党委工作部署的落实情况进行检查，确保党委对学校事业的重大部署和各项要求落实到位。<img alt="" src="/wwwfile/newsimg/20190616212600039.jpg" /> 学习会现场
我校金融系举行2019届毕业生毕业典礼,6月13日，我校金融系在第一报告厅举行2019届毕业生毕业典礼。副校长秦菊香，中国工商银行保定分行副行长平雪晴，金融系主任鲍静海、党总支书记田晓丽、全系教师、班主任以及全体毕业生参加典礼。典礼在《时光不老 我们不散》的视频中拉开帷幕，军训、运动会、学生会竞聘、生动的课堂、精彩的文娱活动、激烈的学科竞赛，一幕幕场景将全体毕业生的思绪带回四年的美好时光。随后，田晓丽寄语毕业生要学会学习、学会感恩、学会包容、学会分享、培养面对挫折的勇气，以更加饱满的热情踏上新征程。平雪晴以校友身份表达了对学弟学妹的期许，鼓励他们早日卸去学生的稚嫩，扛起更大的责任。教师代表王敬花用幽默的语言表达了对毕业生的不舍和希冀，赢得了现场师生的阵阵掌声。2015级投资学一班毕业生刘彦辰代表全体毕业生向精心培养金融学子的领导、老师致以崇高的敬意，祝愿母校的明天更加美好。鲍静海希望毕业生能够乘着新时代的春风，牢记责任、勇于担当，脚踏实地、开拓进取，奋力书写无愧于时代、无愧于青春的精彩华章。之后，在校生用一首配乐诗朗诵《金院足迹》，表达了对学长学姐的美好祝愿。毕业生代表向母校赠送了书法作品，以此表达对母校的眷恋、对恩师的感谢。师生共唱歌曲《一路顺风》，表达了对毕业生的深深祝福和美好祝愿。最后，秦菊香发表情真意切的讲话，对毕业生顺利完成学业表示祝贺，希望大家能够牢记“明德守信 求真尚行”的校训，以饱满的激情，昂扬的姿态，在未来的职业发展中创造更大的辉煌。多年砥砺，执着进取心无悔；数载传承，笃行超越共扬帆。此次毕业典礼营造了温馨的氛围，凝聚了毕业生的爱校荣校情怀，激发了毕业生建功立业的斗志。
我校举办“不忘初心 追逐梦想”2019届优秀毕业生代表事迹报告会,6月12日，为发挥榜样激励引导作用，鼓励大学生树立正确的世界观、人生观、价值观，我校在教学楼C107举办了以“不忘初心 追逐梦想”为主题的2019届优秀毕业生代表事迹报告会。党委副书记刘文艳，学生处处长郭欣、部分院系党总支书记及师生代表200余人参加活动。会上，各院系推荐的9名优秀毕业生结合自身实际，从不同角度，为大家讲述了各自在校学习、生活的经历和求职、备考的经验，为在校大学生今后的学习生活提供了借鉴。考取石家庄市委组织部选调生的国际教育学院学生王伟旭讲述了自己在校学习情况和备考选调生的经历，他认为在校期间的学生干部经历、科研活动历练是他成功考取选调生的关键；入职中国农业银行河北省分行的管理系学生罗茜、入职快乐沃克人力资源股份有限公司的经济贸易系学生牛怡、入职中国银行股份有限公司宁夏回族自治区分行的信息管理与工程系学生白雪尧、考取中国人民银行涿州支行的法律系学生姚柳分别为大家讲述了在校期间坚持参加社会实践、专业实习的成长经历和求职择业的真切感悟；考取南开大学研究生的会计系学生李喆、金融系学生李楠，考取郑州大学研究生的保险系学生高宏飞，考取北京语言大学研究生的商务外语系学生刘希希等将备考经历和心路历程同在座同学进行了分享。参会优秀毕业生由衷地感恩母校的培养，感谢老师的真诚关爱，并祝愿母校蓬勃发展，桃李芬芳，再铸辉煌。最后，与会领导、教师与2019届优秀毕业生代表合影留念。
我校会计系、马克思主义学院与沧州银行保定分行联合举办校银合作党支部共建活动启动仪式,6月13日，我校会计系、马克思主义学院与沧州银行保定分行在行政楼609联合举行“不忘初心 牢记使命”校银合作党支部共建活动启动仪式。我校党委副书记姚维刚，沧州银行保定分行行长孙茂新，马克思主义学院党总支书记吕新发、院长王宁，会计系党总支书记刘超，沧州银行保定分行党员代表以及会计系师生党员代表80余人参加活动。仪式上，姚维刚对孙茂新一行的到来表示欢迎，并指出沧州银行保定分行党委与我校会计系党总支、马克思主义学院党总支在党支部共建工作上达成了三方联建的共识。本次党支部共建活动是深入学习贯彻习近平总书记“不忘初心 牢记使命”主题教育工作会议重要讲话精神的创新举措。通过支部合作结对共建，能够有效形成“资源共享、优势互补、携手同行、共同发展”的校银党建新格局。孙茂新表示要依托银校合作党支部共建系列活动继续探索合作新领域和新模式，实现银行和学校的良性互动。之后，姚维刚、孙茂新共同为“不忘初心 牢记使命”校银合作党支部共建基地揭牌。仪式后，我校马克思主义学院教师孙国强为与会党员作了题为“中国道路与模式解读”的专题讲座。他从中国特色社会主义建设取得的巨大成就、中国发展模式不同于西方、世界范围内兴起对中国模式的热议等三方面分析了热议中国模式的背景；围绕政治维度、经济维度、社会维度等三个维度详细解读了中国道路与模式的具体内容。报告旁征博引、深入浅出、分析全面，加深了与会党员对中国道路与模式的认识。本次校银合作党支部共建活动旨在密切校银支部联系，整合党建资源，创新党建形式。我校将以此为契机，依托支部共建基地深入开展政治学习、志愿服务、实践考察、知识宣讲、主题活动日等多种多样的党支部共建活动，推动支部共建活动长效机制的建立。<img alt="" src="/wwwfile/newsimg/20190614181100053.jpg" />揭牌仪式现场<img alt="" src="/wwwfile/newsimg/20190614181200016.jpg" />马克思主义学院教师孙国强作专题讲座
我校召开“心系金院·情暖一生”2019届班级校友联络员聘任仪式暨欢送大会,6月13日，“心系金院·情暖一生”河北金融学院2019届班级校友联络员聘任仪式暨欢送大会在行政楼609召开。校友总会会长、原党委书记陈尊厚，党委副书记刘文艳，学生处处长郭欣，正处级组织员、办公室副主任王立涛，办公室副主任刘文敏，各院系负责校友工作的辅导员及74位班级校友联络员参加此次活动。活动由正处级组织员、办公室副主任王立涛主持。&nbsp;<img alt="" src="/wwwfile/newsimg/20190614180200058.jpg" /> 2019届班级校友联络员聘任仪式暨欢送大会现场首先，王立涛回顾了我校校友工作开展情况、取得的成绩，强调了历届校友联络员在维护同学间、同学与母校间的联系方面发挥的重要作用，并预祝大会圆满成功。随后，陈尊厚、刘文艳、郭欣、刘文敏分别为校友联络员颁发聘书。之后，董于靖、李明昊代表2019届校友联络员发言。他们对受聘为校友联络员感到荣幸和自豪，并表示在母校的培养下，强健了体魄、学习了知识、收获了友谊、学会了感恩。今后，将把对母校的感恩和眷恋化为工作中的激情，奋发有为，报效祖国，回馈母校；将不辱使命，努力担负起校友联络员的职责，发挥聪明才智和满腔热情，当好母校与校友、校友与校友间的桥梁与纽带。<img alt="" src="/wwwfile/newsimg/20190614180700031.jpg" /> <img alt="" src="/wwwfile/newsimg/20190614180700042.jpg" /> 为校友联络员颁发聘书<img alt="" src="/wwwfile/newsimg/20190614180400007.jpg" /> 2019届校友联络员代表发言陈尊厚对受聘成为我校2019届校友联络员的毕业生表示祝贺并送上深情寄语与殷殷嘱托。他指出，校友是学校改革发展的促进者和见证人，是学校文化的创造者和传承人，是学校声誉的缔造者和维护者，同时也是学校教育工作的监督者和支持者。校友们投身祖国建设，取得的成绩让母校倍感自豪。他向校友联络员提出殷切期望：一是勇担使命责任，积极做好校友联络工作；二是爱校如爱己，自觉维护母校声誉；三是牢记校训精神，在未来的工作岗位上建功立业；四是凝聚力量，主动参与母校建设发展。希望校友联络员持续关心关注母校事业发展，为母校各项工作建言献策、贡献智慧力量，并在自我成长的同时凝聚团结更多校友回馈母校，将浓浓金院情转化为助力母校改革发展的磅礴力量。<img alt="" src="/wwwfile/newsimg/20190614180400038.jpg" /> 校友总会会长、原党委书记陈尊厚讲话校友是学校的宝贵资源和财富，是学校发展最可信赖的力量。校友工作是学校发展建设中的一项战略性工作。为进一步密切母校与校友间的沟通与联系，涵养同学们的校友意识，学校校友办公室从2016年开始进行毕业班级校友联络员选聘工作。迄今为止，已有258名同学受聘为班级校友联络员，他们为母校校友工作开展做出了重要贡献。<img alt="" src="/wwwfile/newsimg/20190614180500004.jpg" /> 合影留念
我校召开2019届优秀毕业生代表座谈会,6月12日，我校在行政楼509召开2019届优秀毕业生代表座谈会。校长陈志强、党委副书记刘文艳出席会议，办公室、宣传部、教务处、学生处、团委、国有资产与后勤管理处、研究生部、图书馆等部门负责人及25名优秀毕业生代表参加会议。会议由学生处处长郭欣主持。会上，毕业生踊跃发言，表达了对母校的感恩与不舍，分享了大学期间的成长与感悟，并为母校的发展积极建言献策。其中，会计系毕业生王艺璇、法律系毕业生史山庚、信息管理与工程系毕业生周艺伟、商务外语系毕业生叶如锦都、国际教育学院毕业生申璐瑶对学校领导、老师在专业学习、升学考试等方面给予的指导与服务表示感谢；保险系毕业生宋东杰、国际教育学院毕业生郑博源、会计系毕业生李喆、金融系毕业生王浩、经济贸易系毕业生孙小芳、商务外语系毕业生魏丽娟表示切实受益于学校丰富多彩的第二课堂活动、多种多样的实训课程、独具特色的校企合作班和全校大规模的暑期实习实践；研究生部毕业生赵晓铮表示我校研究生双导师制给予他们学术及就业上的帮助，并鼓励即将读研的同学勤于思考、努力实践，将学习与实践结合起来；保险系毕业生孙路锦、法律系毕业生孟雨、管理系毕业生杨成福、国际教育学院毕业生陈阳对班主任、专业教师的关心关怀表达了感恩之情，并指出在校期间学生干部的经历帮助他们快速成长。此外，同学们对学校课程设置、专业实践、校园生活、图书馆服务、后勤保障、就业实习等提出诚恳建议。与会领导、教师认真倾听，并围绕同学们提出的问题进行深入交流。正处级组织员、办公室副主任王立涛代表与会教师表达了对同学们的诚挚祝福与殷切期望，并表示学校各系（院）部将总结经验、克服困难，不断提升学校教育教学水平、改善学生学习生活条件。陈志强向所有优秀毕业生在校取得的成绩表示祝贺，并与优秀毕业生代表分享了习近平总书记在纪念五四运动100周年大会上的重要讲话，希望大家以习近平总书记系列重要讲话精神为引领，树立远大目标，把自己的发展与国家、社会的发展结合起来，在平凡的工作岗位上、在各行各业的战线上，释放自己的光和热，为新时期祖国发展建设做出自己的贡献。最后，与会领导、教师与2019届优秀毕业生代表合影留念。<img alt="" src="/wwwfile/newsimg/20190613173700016.jpg" /> 2019届优秀毕业生代表座谈会现场<img alt="" src="/wwwfile/newsimg/20190613173700041.jpg" /> 校长陈志强讲话<img alt="" src="/wwwfile/newsimg/20190613173800002.jpg" /> 与会领导、教师与2019届优秀毕业生代表合影
留住回忆 放飞梦想——我校法律系举办欢送2019届毕业生晚会,骊歌未央启华章，一朝欢聚话离情。6月11日，“留住回忆 带走梦想”法律系欢送2019届毕业生晚会在第一报告厅举行。党委副书记刘文艳，法律系党总支书记李红丽、主任王儒靓、副主任王宝娜，以及专业教师、班主任和400余名同学齐聚一堂，互诉离殇别情，共度难忘之夜。晚会在我校领导、教师给毕业生的祝福中拉开帷幕。首先，刘文艳致辞。她向圆满完成学业的毕业生表示祝贺，并深情寄语即将踏上人生新征程的毕业生：一是希望同学们永葆家国情怀，奋进新时代。作为新时代的青年要争做爱国先锋，审大势、立大志、敢担当。二是希望同学们永葆事业情怀，创造新作为。要坚持事业为上，追求卓越，俯下身、沉下气，学习勤恳务实和谦虚谨慎的敬业精神。三是希望同学们永葆生活情怀，展示新风貌。要以微笑面对生活，以担当支撑生活，以浪漫滋润生活。四是希望同学们永葆母校情怀，铭记践行校训。要秉持向善之心、感恩之心，坚守职业要求和历史使命，做一个明德之人、守信之人、求真之人、知行合一之人。随后，法律系教师杜兴涛代表全系教师发言。他表示，作为班主任，见证了毕业生四年的成长历程，展望未来，希望同学们敬畏法律、俯首良知、穷则独善其身、达则兼济天下。毕业生代表史山庚表达了对母校的感恩之情，表示要牢记老师的教诲，勤勉努力成长为不枉不纵、慎言求公的法律人。之后，精彩纷呈的文艺演出正式开始。舞台上《同桌的你》安静清新，小品《以貌取人》让人耳目一新，掀起一片高潮，赢得现场师生的阵阵掌声；相声《我来考考你》融入金院和法律元素，用诙谐幽默的语言讲述法学课堂上的点滴感动；蒙古族学生表演的独舞《牧歌》为现场师生带来视觉享受，歌曲《我不愿让你一个人》以一个人的含蓄表达，透漏出浓浓的离别愁绪与难忘的校园情怀。晚会在歌曲《不说再见》中落下帷幕，全场师生用荧光棒和闪光灯，绘出金院最美的星海，亮出对母校最真挚的祝福。一代金院法律人，一生金院法律情。毕业，是为了日后更好的重逢，在金院法律系学习生活的青春岁月一定会镌刻在莘莘学子的心间，并引领一代代金院法律人秉承学校优良传统，心系母校、不忘师恩、乘风破浪，在追梦路上续写新篇章。<img alt="" src="/wwwfile/newsimg/20190613172800030.jpg" /> 党委副书记刘文艳致辞<img alt="" src="/wwwfile/newsimg/20190613172900022.jpg" /> 教师代表发言<img alt="" src="/wwwfile/newsimg/20190613172900041.jpg" /> 毕业生代表发言<img alt="" src="/wwwfile/newsimg/20190613173000003.jpg" /> 晚会精彩瞬间<img alt="" src="/wwwfile/newsimg/20190613173000052.jpg" /> 合影留念
副校长王伟深入学校在建项目工地检查指导工作,近期，为保证学校在建工程顺利交工，副校长王伟、校园规划处处长王凤荣多次深入在建工程项目施工现场检查指导工作。6月6日，王伟到新建教学楼施工现场，与校园规划处工作人员和监理人员进行细致交流，了解施工进度，查看工程质量，询问工程建设中存在的问题和困难，并强调安全施工的重要性。6月11号，王伟主持召开新建教学楼项目工程进度推进会，项目组全体人员参会。为了确保新建教学楼项目按期保质保量完成，会议确定在每周工程例会的基础上，每周增加一次工程调度会，要求施工单位、监理单位负责人参加，并要求施工单位对剩余工程量进行倒排工期，监理公司监督执行，校园规划处及时解决施工单位提出的各类问题，确保工程顺利推进。会上，王伟指出，全体参建人员要克服时间紧、任务重的困难，合理科学安排时间，工作纪律上做到严肃认真，保质保量完成各项工程。他强调，项目参建人员要处理好安全、质量和进度的关系，狠抓质量、安全和造价控制，始终坚持“质量第一、安全第一、预防为主”的方针，抓好隐蔽工程（如防水、电线）的检查，对安全隐患做到“零容忍”；要增强责任心和主人翁意识，把各项工作做细做实，把项目建成让别人称赞、自己引以为豪的工程。<img alt="" src="/wwwfile/newsimg/20190612175200036.jpg" /> 工程进度推进会现场
我校信息管理与工程系举行2019届毕业生毕业典礼暨学位授予仪式,栀子花开时，夏荷正飘香，又是一年毕业季。6月11日，我校信息管理与工程系在第一报告厅举办“情牵信管，圆梦金院，筑梦未来”2019届毕业生毕业典礼暨学位授予仪式。校长陈志强、教务处处长郑艳娟、学生处处长郭欣、图书馆副馆长周莉，信息管理与工程系党总支书记秦响应、副主任张宇敬、何志强及全系教师和2019届全体毕业生参加仪式。首先，典礼播放了2019届计算机科学与技术、信息管理与信息系统、信息与计算科学专业精心制作的视频，大家一起回忆了从入学报到、军训、第一次班会到大学四年学习、成长的美好经历，一起重温了在校期间的点滴记忆，现场师生的灿烂笑容绽放全场。接着，毕业班班主任进行了最后一次点名，勾起毕业生对大学四年美好生活的回忆。随后，毕业生代表崔程等六名同学深情朗诵了原创诗歌《感恩金院》，表达对母校、对老师的依依不舍和感恩之情。之后，郑艳娟、郭欣、周莉分别为信息管理与工程系省级优秀毕业生、优秀毕业设计、优秀毕业实习生、金院最美读者颁发荣誉证书，陈志强为毕业生代表颁发毕业证书。陈志强深情寄语信息管理与工程系2019届毕业生。他对毕业生取得的成绩表示祝贺，并提出三点希望和嘱托：一是希望同学们志存高远树理想，脚踏实地干事业；二是希望同学们端正心态看社会，宽广胸怀对人生；三是希望同学们弘扬“艰苦奋斗、求真尚行、奋勇拼搏、追求卓越、甘于奉献”的金院精神，践行“明德守信、求真尚行”的校训。最后，秦响应、张宇敬、何志强共同为信息管理与工程系2019届毕业生授予学士学位，全系教师为毕业生送上祝福，希望大家在今后的学习工作中传承金院优秀传统，创造出无愧于当代青年的精彩人生，做新时代的追梦人，为学校的发展增光添彩。毕业生纷纷与老师拥抱道别，毕业典礼暨学位授予仪式在师生们的依依惜别中圆满结束。<img alt="" src="/wwwfile/newsimg/20190612174600048.jpg" />校长陈志强致辞&nbsp;<img alt="" src="/wwwfile/newsimg/20190612174700008.jpg" />校长陈志强为毕业生代表颁发毕业证书<img alt="" src="/wwwfile/newsimg/20190612174700027.jpg" />为优秀毕业设计、省级优秀毕业生、金院最美读者颁发荣誉证书<img alt="" src="/wwwfile/newsimg/20190612174700045.jpg" />班主任最后一次点名<img alt="" src="/wwwfile/newsimg/20190612174300002.jpg" />与毕业生合影留念
我校法律系举办校友感恩母校捐资助学仪式,6月6日，我校法律系在行政楼509举行捐资助学仪式。学生处处长郭欣、法律系党总支书记李红丽、办公室副主任刘文敏，法律系辅导员、班主任及学生代表参加活动。活动由法律系党总支副书记王宝娜主持。我校2005届校友芦颢发扬金院学子感恩母校的优良传统，将每年资助5000元给品学兼优的困难学生。经过认真筛选，最终确定资助人选为法律系2018级法学一班学生刘晶晶。活动现场，芦颢为受助学生刘晶晶发放助学金5000元。郭欣、刘文敏为芦颢佩戴校徽、赠送纪念品。李红丽在发言中指出，芦颢是我校诸多德才兼备的优秀校友代表。他的爱心行动，意义不止在物质援助上，更重要的是对师生精神上的激励。目前，国家各项资助政策不断完善，学校“奖、贷、助、补、减免、勤、偿”资助体系进一步健全，还有像芦颢这样爱心人士的捐助，在求学路上，学校不会让任何一个学生因家庭困难而辍学。她希望，广大学生树立远大理想，砥砺奋斗，做一个身心健康、自尊自信、自立自强、奉献社会的人。校友芦颢，中共党员，2002-2005年就读于我校国际经济法专业，先后在中国工商银行、河北银行保定分行任职，现为河北银行裕华路支行大堂经理。芦颢的捐资助学饱含着对母校的深深眷恋和对学弟学妹的殷切希望。此次捐助有利于弘扬社会正能量，温暖贫困学生的心灵，激发其战胜困难，成长为有益于社会的人才的信心和决心。<img alt="" src="/wwwfile/newsimg/20190611221300000.jpg" /> 仪式现场<img alt="" src="/wwwfile/newsimg/20190611221400008.jpg" /> 校友为我校学生发放助学金
